location,created_at,screen_name,description,user_id,tweets_per_user,sarcasm,disease,timezone,text,posted_by,query,coordinate,tweet_id,talk_about
On my exercise ball,18/04/2016 00:51,_sully77_,"Muslimah first, everything else second; Primum non nocere; #Physiotherapist #cleanliving #bodysoulfood #artist #photographer @SeekersHubTO",67094940.0,,,Fibromyalgia,Quito,When a normal day out enjoying the weather and being 'productive' means your legs stop working at the end of the day #fibromyalgia,Individual,Fibromyalgia,,7.21864e+17,himself
On my exercise ball,18/04/2016 02:26,_sully77_,"Muslimah first, everything else second; Primum non nocere; #Physiotherapist #cleanliving #bodysoulfood #artist #photographer @SeekersHubTO",67094940.0,,,Fibromyalgia,Quito,"#SpoonieProblems  Fibromyalgia:  A day has 24 hours to be productive, choose one: 1. Shower 2. Cook 3. Clean 4. None of the above Me: ....",Individual,Fibromyalgia,,7.21888e+17,himself
,18/04/2016 05:32,_Anirak__,,1157640043.0,,,Fibromyalgia,Central Time (US & Canada),"My back and sciatica have hurt so much for so long, I actually dreamt of me, and the me in my dream was in pain. #sciatica #fibromyalgia",Individual,Fibromyalgia,,7.21934e+17,himself
United Kingdom,18/04/2016 13:30,ARabidBadger,Frequently bamboozles self.,3410443809.0,,,Fibromyalgia,London,"I feel like my kidneys are being smashed in, maybe playing Dark Cloud and watching #TheForceAwakens will help a little. #fibromyalgia",Individual,Fibromyalgia,,7.22055e+17,himself
"Texas, USA",18/04/2016 16:20,w_lince,Dont just aspire to make a living; Aspire to make a difference!,935427710.0,,,Fibromyalgia,,Fibromyalgia can be a life sucking -- time eating -- a$$ kicking condition:  I feel like I've lost years of productivity because of it.,Individual,Fibromyalgia,,7.22098e+17,himself
"Paisley,Scotland",18/04/2016 16:47,Amanda_Mck,"professional crafter. also love:Angels, wet wet wet & Ally McCoist! Also Fibromyalgia fighter & FMA UK volunteer.",48824870.0,,,Fibromyalgia,Edinburgh,@theSNP happy to see pledges re disability benefits.I have fibromyalgia ( a  long term condition) &amp; know changes will help so many people.,Individual,Fibromyalgia,,7.22104e+17,himself
manchester,18/04/2016 22:17,Angecolours,"I like adult colouring, and making handmade cards. I watch a lot of TV. I have fibromyalgia and depression",75833238.0,,,Fibromyalgia,Pacific Time (US & Canada),Living with fibromyalgia WANT TO CRY. https://t.co/ucA2rJ33R7,Individual,Fibromyalgia,,7.22187e+17,himself
NJ,18/04/2016 22:24,vullirunes,I work at a dog kennel and a retail pet supply store!! and I draw! yeah,142854875.0,,,Fibromyalgia,Eastern Time (US & Canada),I hope my usual Doctor is workin tomorrow so I can start fibromyalgia meds and see if it helps,Individual,Fibromyalgia,,7.22189e+17,himself
"Beacon, NY",19/04/2016 00:29,aprilbloodgate,"Hudson Valley local inspired by nature, music, art and the muses of the world. Check out my link for portfolio work - DM or tweet for any commissions!",3518523807.0,,,Fibromyalgia,Pacific Time (US & Canada),Well - Sonny has a surgery tomorrow morning and I have to get my fibromyalgia checked. Tomorrow is going to be a long day. Also voting,Individual,Fibromyalgia,,7.2222e+17,himself
"Portland, OR..REDUX....",19/04/2016 08:52,AnArtDecoDiva,TRAVEL ENVY...    CURIOUS  FREETHINKER  DON'T FUCKING JUDGE!,1514067583.0,,,Fibromyalgia,Mid-Atlantic,@AngryEgyptian1 I have a *very* painful condition called Fibromyalgia...Was on morphine (300mg) daily...for 15 yrs...@paradiselost_17,Individual,Fibromyalgia,,7.22347e+17,himself
Brighton/London/Liverpool,19/04/2016 17:46,annahardman,Head of PR in a digital & search agency. Food and Fashion writer for @BrightonSource. Health & Lifestyle blogger. Instagram: @_actualanna,16726356.0,,,Fibromyalgia,,I wrote about how having a bad day with #fibromyalgia and #CFS can leave you SUPER blue and what to do about it... https://t.co/DaODeCqDEo,Individual,Fibromyalgia,,7.22482e+17,himself
Pembrokeshire,20/04/2016 07:44,AlisonWade1,"Tarot Reader. Blogger/social media-ist.  Slave to my animals, F1 fan,  Dairy Farmer's Wife  #cfs  #fibromyalgia  #Introvert  #Spoonie",311707562.0,,,Fibromyalgia,Europe/London,@911well Unfortunately my chronic health conditions are stressing me.  Struggle to keep going.  Ali x. #cfsme #fibromyalgia,Individual,Fibromyalgia,,7.22692e+17,himself
Okiehoma,20/04/2016 14:36,alwaztypin,Photographer * Combine Driver * Videographer * Mommy * PicRetoucher * DogHandler,24013712.0,,,Fibromyalgia,,Happy #420!  Wishing my state wasn't so uptight :(  #fibromyalgia #FibroSux,Individual,Fibromyalgia,,7.22796e+17,himself
"Paisley,Scotland",20/04/2016 14:38,Amanda_Mck,"professional crafter. also love:Angels, wet wet wet & Ally McCoist! Also Fibromyalgia fighter & FMA UK volunteer.",48824870.0,,,Fibromyalgia,Edinburgh,Loaded with cold today( not fun when you have fibromyalgia) so lying on the couch doing some work with @itvjeremykyle on for company.,Individual,Fibromyalgia,,7.22797e+17,himself
Liverpool,02/06/2016 22:18,anthonywalsh400,Love my family & LFC. Dislike the Tories. #endgazasiege working class,2700519166.0,,,Fibromyalgia,None,@heatherj750 @911well ive read a bit bout fibromyalgia. Painful,Individual,Fibromyalgia,,7.38495e+17,himself
"Grand Rapids, Michigan, USA",03/06/2016 11:58,aaminahshakur,Artist/Poet/Bead Fondler/Yarn Addict/Paint Splasher/Language Corruptor/Scene Disruptor/Queer (THEY)/Disabled/Brown/Witch/I say fuck a lot & I'm not ashamed,18836437.0,,,Fibromyalgia,Eastern Time (US & Canada),This week I wrote about tattoos &amp; fibromyalgia at https://t.co/qj3ghZr93K &amp; posted fresh content for patrons at https://t.co/re4zVumA7n,Individual,Fibromyalgia,,7.38701e+17,himself
"Massachusetts, USA",03/06/2016 16:25,AprilAlario,"Musings of an Artsy, Opinionated, Italian-American, Traveler, Christian, Feminist, Pro-Life, Democrat, Dog Lover, Differently Abled, Poet, Nerdy, Seminarian.",468753412.0,,,Fibromyalgia,None,#FridayFeeling when ur sick all week &amp; realize its Friday   #Fibromyalgia #Endometriosis #PTSD #Disability #NoStigma https://t.co/GSqyaBEzcM,Individual,Fibromyalgia,,7.38769e+17,himself
"Grand Rapids, Michigan, USA",03/06/2016 22:13,aaminahshakur,Artist/Poet/Bead Fondler/Yarn Addict/Paint Splasher/Language Corruptor/Scene Disruptor/Queer (THEY)/Disabled/Brown/Witch/I say fuck a lot & I'm not ashamed,18836437.0,,,Fibromyalgia,Eastern Time (US & Canada),I've got fibromyalgia - no pain management; chronic herpes outbreaks - nothing; recurring shingles - nothing; migraines - nothing.,Individual,Fibromyalgia Pain,,7.38856e+17,himself
"Knoxville, TN",04/06/2016 00:40,ama_ro_jo,Slow to trust but I'm quick to love ~ Push too hard and I give too much ~ I ain't sayin' I'm perfect ~ But I promise I'm worth it,184253933.0,,,Fibromyalgia,Eastern Time (US & Canada),I wonder if @theqflex would help with my fibromyalgia pain. #BeyondTheTank,Individual,Fibromyalgia,,7.38893e+17,himself
,04/06/2016 02:38,abeautifulyouxo,"Asperger's. Living w/ fibro, migraines, ADHD, scoliosis, GAD, OCD, panic disorder, & depression. #EndTheStigma #SickNotWeak",3053651665.0,,,Fibromyalgia,Pacific Time (US & Canada),Going to bed at 7:30. #SpoonieLife #fibro #fatigue,Individual,#fibro,,7.38923e+17,himself
"Milwaukee, WI",04/06/2016 15:58,Allyspetal29,"gamer, love vampire shows and watching my favorite youtubers.. boogie2988, d'andre siggas, Eric (the online gamer) tigerwriter and of course @Bast50",252857670.0,,,Fibromyalgia,Mountain Time (US & Canada),@JunieVonEsch nice hoodie and I have that shirt..  By the way I have fibromyalgia and purple is the color for awareness &lt;3,Individual,Fibromyalgia,,7.39124e+17,himself
"Ipswich, England",04/06/2016 18:02,Angel_Sheldayl,Author/Writer of different genres. Avid reader. Fibromyalgia warrior. #Writer #Author #FibroFighter,703492598.0,,,Fibromyalgia,London,Sorry I've been MIA! In a Fibro flare up &amp; trying to keep myself going &amp; positive! #Fibro #Fibromyalgia #fibrofighter #fibroflareup,Individual,Fibromyalgia,,7.39155e+17,himself
Have NO idea,05/06/2016 19:06,AnArtDecoDiva,"Loathe stereotypes, Don't fucking judge!",1514067583.0,,,Fibromyalgia,Mid-Atlantic,"@Kris_Sacrebleu Drat, I  am missing ONE  of those...Fibromyalgia  has kicked my ass...@FishAlexander @paradox_tlc",Individual,Fibromyalgia,,7.39534e+17,himself
"Knoxville, TN",06/06/2016 02:45,ama_ro_jo,Slow to trust but I'm quick to love ~ Push too hard and I give too much ~ I ain't sayin' I'm perfect ~ But I promise I'm worth it,184253933.0,,,Fibromyalgia,Eastern Time (US & Canada),Whoever said a little rain never hurt didn't have fibromyalgia.,Individual,Fibromyalgia,,7.3965e+17,himself
Bristol,06/06/2016 09:34,allyska,"interim Chief Executive, Single Parent Action Network. these are a lot of my own ramblings...",27260322.0,,,Fibromyalgia,London,Been for a long walk this morning. London did my legs in #fibromyalgia - taking in a few sun rays and having a little sit down. Nice weather,Individual,Fibromyalgia,,7.39752e+17,himself
"Norfolk, UK",06/06/2016 13:12,AliCoastDreamer,#eventplanner AC for #ehlersdanlossyndrome #Charity @ehlersdanlosuk & #Christian him&I love #Arts #Knitting #Percussion #Casualty #BigBangTheory #coast,2279807714.0,,,Fibromyalgia,London,Feeling dreadful today just hope new day brings new health as got busy day tomorrow #EhlersDanlosSyndrome #Fibromyalgia,Individual,Fibromyalgia,,7.39807e+17,himself
California.,06/06/2016 13:12,AEmerz,17. Femme. Pan. Wannabe writer. Flower crown filter addict. Roastess with the mostest. Reinventing myself everyday as I readapt to life's absurdities.,125533322.0,,,Fibromyalgia,None,Really dislike having fibromyalgia. I'm so tired and I can't walk easily but I need to get up or I'll fail my classes. Whyyyy.,Individual,Fibromyalgia,,7.39807e+17,himself
United States,06/06/2016 17:24,_liberalista,"Survivor hsp of #csa, #incest, child abuse, programming/brainwashing, adult abuse. Have #DID, #CPTSD, Amnesia, Aspergers, Fibro, CFS, Raynaud's, POTS.",3623877738.0,,,Fibromyalgia,Central Time (US & Canada),"works like a charm to keep my wounds closed and not dissolve stitches, scabs, despite continued bleeding. it's just fibromyalgia &amp; cfs.",Individual,Fibromyalgia,,7.3987e+17,himself
Boston,06/06/2016 20:40,50somethingish,"Middle-aged vaporizing childfree humanist. Oh, and I code...and sleep a lot.",864006834.0,,,Fibromyalgia,Eastern Time (US & Canada),And there are my mental health issues but I dont want insurance company have access to session notes and claim is for #fibro,Individual,#fibro,,7.3992e+17,himself
"Stoke-on-Trent, England",06/06/2016 20:43,__PlainJane__,"Real life Star Wars obsessed Stormtrooper, Tie Pilot, Scout Trooper, SCFC loving, Metallica worshipping, rock music adoring, English bird.",15168986.0,,,Fibromyalgia,London,My elbow and wrist are burning. Side effect of wearing armour and having #fibromyalgia,Individual,Fibromyalgia,,7.39921e+17,himself
"Paisley,Scotland",06/06/2016 22:15,Amanda_Mck,"professional crafter. also love:Angels, wet wet wet & Ally McCoist! Also Fibromyalgia fighter & FMA UK volunteer.",48824870.0,,,Fibromyalgia,Edinburgh,"@bbc5live hi phil,I'm in bed with a hot water bottle (&amp; fluffy bed socks!). I have fibromyalgia &amp; need it to help me get comfy/ease pain",Individual,Fibromyalgia,,7.39944e+17,himself
"Vancouver, Canada",07/06/2016 07:10,AmySedgemore,Stargazer. Daydreamer. Avid Reader. Romance Writer. Volunteer.,23416745.0,,,Fibromyalgia,Pacific Time (US & Canada),Used the massage chair at work for my kinked back &amp; wound up feeling like I've fallen down a flight of cement stairs. #Fibro Sucks  #ouch,Individual,#fibro,,7.40078e+17,himself
"Minnesota, USA",07/06/2016 11:00,320_5314,I sell perfectly posh and love it! The products are all natural and amazing.,7.24674e+17,,,Fibromyalgia,None,#Fibromyalgia #hot pepper muscle rub # perfectly posh  https://t.co/D6uAnZMxKC https://t.co/B3zrJpychU,Individual,Fibromyalgia,,7.40136e+17,himself
"North East, England",07/06/2016 13:25,AuntyListen,"Volunteer, Counselling Student, Agony Aunt to many... It's good to talk, especially over a nice cuppa and cake! M.E & Fibro, Gastroparesis, Autonomic Superhero.",932435058.0,,,Fibromyalgia,Casablanca,Lovely sunny day. With help I've put some washing out. I've planted up last of the geraniums. I'm suffering still with a flare. #fibro #pwme,Individual,#fibro,,7.40173e+17,himself
Way Down South,07/06/2016 16:47,AmyMTalbott,"I am a homeschooling mommy of 5 little ones under 8. A blogger, Christ follower, and wanna be writer. I live with Fibromyalgia & autoimmune disease",42499580.0,,,Fibromyalgia,None,Hubby wants me to rest today. #badfoot #Fibroflare #Fibromyalgia #autoimmunedisease #chron... https://t.co/SokP8wJ4bl https://t.co/t8sCJlyY7V,Individual,Fibromyalgia,,7.40224e+17,himself
,07/06/2016 17:39,ZMBEMOM13,,3306048198.0,,,Fibromyalgia,None,hopefully to the list of fellow fibromyalgia suffers I myself am tired of it being treated as a phantom illness https://t.co/xvMcMoK2SH,Individual,Fibromyalgia,,7.40237e+17,himself
"California, USA",08/06/2016 00:05,zenjen87,"Doing my thing, living my dreamnatural health, wellness, and yoga",7.19691e+17,,,Fibromyalgia,None,After multiple shoulder dislocations and living with #chronicpain and #fibromyalgia I am proudly... https://t.co/7HszYQkPvW,Individual,Fibromyalgia,,7.40334e+17,himself
"Pittsburgh, PA",08/06/2016 17:45,AngelTracy616,Witchy CatMom /#Reiki Master-Teacher / #FibroWarrior / Ghost Adventures  Supernatural #INFJ #HSP #Empath #Writer  #amwriting #poetry  book in progress,244758348.0,,,Fibromyalgia,Eastern Time (US & Canada),It's not a good day  #Fibromyalgia #SpoonieLife #Spoonie https://t.co/4fuB6NaOkG,Individual,Fibromyalgia,,7.40601e+17,himself
USA,08/06/2016 19:10,AandBCounseling,We help people do and be all that God has called them to do and be! Ephesians 3:20 He is able!,297462613.0,,,Fibromyalgia,Eastern Time (US & Canada),My Victory Over Fibromyalgia and Satans Plan to Steal My Destiny https://t.co/1MTvByBD05,Individual,Fibromyalgia,,7.40622e+17,himself
manchester,11/04/2016 23:44,Angecolours,"I like adult colouring, and making handmade cards. I watch a lot of TV. I have fibromyalgia and depression",75833238.0,,,Fibromyalgia,Pacific Time (US & Canada),My 1st fibro vlog for my FB page living with fibromyalgia https://t.co/3a8biElOlH,Individual,Fibromyalgia,,7.19672e+17,knows
"Ontario, Canada",12/04/2016 16:31,Aktaia_,"Canadian - Yarn Crafter (knit and crochet), DayKnight #GymLadyKnights",132673031.0,,,Fibromyalgia,Eastern Time (US & Canada),"@thanorodd If you don't mind my asking, have you been diagnosed with something like fibromyalgia, or is it the result of physical trauma?",Individual,Fibromyalgia,,7.19926e+17,knows
UK,14/04/2016 06:46,VonnieBatty,"My Hubby is my life, I love Reading, Cleaning, Watching Movies, Yoga, Meditation, Listening to music & spending time with the people I love. I'm a #BattyBat X",566507639.0,,,Fibromyalgia,London,Vinnie thanks for asking he has good days &amp; bad days with his #fibromyalgia bless him.   https://t.co/AavP763p5c,Individual,Fibromyalgia,,7.20503e+17,knows
"Athens, GA",17/04/2016 02:21,abaroquebitch,Good luck faerie. Sometimes I do weird shit & tweet about it.,2476122583.0,,,Fibromyalgia,Eastern Time (US & Canada),.@lemm137 is there anything we can do that doesn't leave you in pain/exhausted? like he hasn't been around me &gt; 6 years #fibromyalgia,Individual,Fibromyalgia,,7.21524e+17,knows
"Camp Lejeune, NC",07/04/2016 17:29,altman_evan,Board-certified Psychiatrist,1909321243.0,,,Fibromyalgia,,Agree with Dr. Machanic's answer to Fibromyalgia im on cymbalta60mg no improvement yet concentration  n memory probl... - http://htap.u...,Individual,Fibromyalgia,,7.18129e+17,subject
MADRID,07/04/2016 18:41,Aenima666,"Paciente e im-paciente con #Lupus Eritematoso Sistemico, activista-ciberactivista en #salud. Autora del blog ALEA IACTA EST. De mayor quiero ser Reumatologa.",230754936.0,,,Fibromyalgia,Amsterdam,"#Pregabalin associated with improved sleep parameters in people with #fibromyalgia, says study https://t.co/xOibLJtiWz via @ArthritisDigest",Individual,Fibromyalgia,,7.18147e+17,subject
"Newport News, VA",08/04/2016 03:00,Ankelmacrilzac,,128298939.0,,,Fibromyalgia,Eastern Time (US & Canada),What is Fibromyalgia? A Chronic Disorder https://t.co/08TbohMvuq,Individual,Fibromyalgia,,7.18272e+17,subject
"London, England",08/04/2016 12:25,AllThat1Am,#HolisticCoach #LifeCoach #WellnessCoach,4019608583.0,,,Fibromyalgia,,Fibromyalgia Short Burst Exercise https://t.co/PFqtVqvXYJ via @YouTube,Individual,Fibromyalgia,,7.18415e+17,subject
Florida,08/04/2016 15:43,AmyBGreenfield,"Loving life, turning lemons into lemonade, family, helping people reach their goals, their dreams, that's my passion!",28437225.0,,,Fibromyalgia,Central Time (US & Canada),Had to share 2 more great stories!!!!  Check these out! Know anyone with fibromyalgia?  Check out the herbs in... https://t.co/uow92d2rK7,Individual,Fibromyalgia,,7.18464e+17,subject
,08/04/2016 16:03,AjahmedAhmed,"Love for All, Hatred for None. Retweets are not endorsements. https://t.co/VXuBVHHPVO",1664316950.0,,,Fibromyalgia,,#Fibromyalgia This is only the half of it. https://t.co/tKqesDf6lR,Individual,Fibromyalgia,,7.18469e+17,subject
"Camp Lejeune, NC",08/04/2016 22:38,altman_evan,Board-certified Psychiatrist,1909321243.0,,,Fibromyalgia,,Agree with Dr. Kent's answer to What ways can a sjogrens and fibromyalgia patient benefit from weed? What ways are b... - http://htap.u...,Individual,Fibromyalgia,,7.18569e+17,subject
,09/04/2016 11:04,anitalmoore,"Emergency  Response Service Co-ordinator Lincolnshire, British Red Cross.",133402540.0,,,Fibromyalgia,,"@WarwickCastle  30min hike car park no shuttle service or benches en route,  not registered disabled but have arthritis/fibromyalgia #inpain",Individual,Fibromyalgia,,7.18756e+17,subject
"Michigan, USA",09/04/2016 16:55,7thdaughter1,"After he watched movie, he tried to set me on fire plan to bury me in septic Padlocks on doors no wayout",3145189781.0,,,Fibromyalgia,Eastern Time (US & Canada),"Why Fibromyalgia Is Neuropathic https://t.co/hE6NLHMYkZ via @clevelandclinic They say it is all in our head, Guess they are right. It is.",Individual,Fibromyalgia,,7.18845e+17,subject
"Cheyenne, WY",09/04/2016 19:06,amymccolloughev,LIVE  LAUGH LOVE,1390231381.0,,,Fibromyalgia,Eastern Time (US & Canada),Fibromyalgia Eye Problems | | Chronic Body Pain https://t.co/cN8PJp2ea6,Individual,Fibromyalgia,,7.18878e+17,subject
"Birmingham, Alabama",10/04/2016 04:51,alyhansen_,"21, wife, secular humanist.",1138046970.0,,,Fibromyalgia,Eastern Time (US & Canada),"Love chronic pain  thanks for inventing things like Fibromyalgia, @god!",Individual,Fibromyalgia,,7.19025e+17,subject
manchester,12/04/2016 01:01,Angecolours,"I like adult colouring, and making handmade cards. I watch a lot of TV. I have fibromyalgia and depression",75833238.0,,,Fibromyalgia,Pacific Time (US & Canada),I just uploaded a new video to @YouTube: Living with fibromyalgia https://t.co/3a8biElOlH,Individual,Fibromyalgia,,7.19692e+17,subject
"Paisley,Scotland",12/04/2016 17:01,Amanda_Mck,"professional crafter. also love:Angels, wet wet wet & Ally McCoist! Also Fibromyalgia fighter & FMA UK volunteer.",48824870.0,,,Fibromyalgia,Edinburgh,Its #charitytuesday so have to mention  @fmauk .Great charity that does so much to raise awareness of fibromyalgia &amp; support those with it,Individual,Fibromyalgia,,7.19933e+17,subject
"Montreal, Canada",12/04/2016 21:32,aliyahbrody,"prior hider/Current Seeker. Wife to @MarriageReset & Mumsi. Always. Writer/editor/artiste in training, too. Laundress to teens. Older, bolder, better, best yet.",2242982898.0,,,Fibromyalgia,,Super! Finding Good in the #FibroFog by @SnippetsofFaith https://t.co/ynNOztZO5r #fibromyalgia #ChronicIllness https://t.co/eua9TkbMSe,Individual,Fibromyalgia,,7.20002e+17,subject
New York,13/04/2016 02:06,Aida362,Owner/Founder of ECS a company in the Healthcare Industry also a NYC vendor/contractor. Proud mother and wife.,348669611.0,,,Fibromyalgia,Eastern Time (US & Canada),This Is How Fibromyalgia Behaves https://t.co/tsS5BsOdmh,Individual,Fibromyalgia,,7.20071e+17,subject
"Keystone Heights, FL",13/04/2016 04:05,AprilDawn351,SAHM extraordinaire!,2800670451.0,,,Fibromyalgia,Eastern Time (US & Canada),But you don't look sick.... #fibromyalgia  #5WordBackhandedRemark,Individual,Fibromyalgia,,7.20101e+17,subject
"Walker, LA",13/04/2016 05:43,ZsaZsa1130,"This is Rachel's Twiiter page!! Everyone is welcome to come, put your feet up, grab a cup of your favorite hot coffee or tea, and visit a while. :D 3",1159341944.0,,,Fibromyalgia,Central Time (US & Canada),Pain-free clothing ideas.  #Fibromyalgia #pain #pain-free #clothing https://t.co/ejEBgMky2Y via @pinterest,Individual,Fibromyalgia,,7.20125e+17,subject
Scarborough Ontario,13/04/2016 13:17,aflynn33,"I'm a Daughter, Mom, Wife, Sister and Friend. Luv all the simple things in life ! I sell  YOUNIQUE MAKEUP PRODUCTS",47231437.0,,,Fibromyalgia,Quito,I liked a @YouTube video https://t.co/MaW7PZ1SiF Fibromyalgia -- an Invisible Illness?,Individual,Fibromyalgia,,7.2024e+17,subject
"Roswell, GA",13/04/2016 16:15,VSChiropractic,"My goal is education, so my patients can make informed and insightful decisions about their health care",4830580019.0,,,Fibromyalgia,,"#fibromyalgia symptons can be helped with #Chiropractic care, schedule your appt today. https://t.co/xLLa08xIBb https://t.co/0JlACgsEku",Individual,Fibromyalgia,,7.20284e+17,subject
,13/04/2016 16:28,AaronGBinns,"Chiropractor, Dad, Football Nut",567477265.0,,,Fibromyalgia,,New Post: 4 Ways Chiropractic Can Help Those That Suffer From Fibromyalgia https://t.co/19RzjWndEL,Individual,Fibromyalgia,,7.20288e+17,subject
,13/04/2016 18:56,zesty_health,Were constantly tweeting links to the freshest #Health newsfollow us to stay on top of everything #HealthandWellness.,,,,Fibromyalgia,,"Fibromyalgia relief may come from acupuncture, doctor says https://t.co/GYgO6qpS9m #health #wellness https://t.co/pTl6N4pXGu",Individual,Fibromyalgia,,7.20325e+17,subject
,13/04/2016 19:02,Zoey_Wood,"Mum to 3 boys.  Do you want to feel good,  look good?  Earn some extra money?   Facebook- Zoe Wood Instagram- ZOEYW09",555992142.0,,,Fibromyalgia,,"Fibromyalgia,  ME,  IBS results 17st 2lb down to 14st 11lb   Well done Jo jo  https://t.co/6krLgUcxaw",Individual,Fibromyalgia,,7.20326e+17,subject
"Leeds, Usually",13/04/2016 19:45,AlexHelenMoore,"All about racing,  cars,  metal,  animals and some other stuff.   @Yorkiegrit is my 2nd account dedicated to  Motorsport",553431603.0,,,Fibromyalgia,,"I rarely tweet about #Fibromyalgia because every time I do, some snakeoil idiot tries to message me.",Individual,Fibromyalgia,,7.20337e+17,subject
"Leeds, Usually",13/04/2016 19:47,AlexHelenMoore,"All about racing,  cars,  metal,  animals and some other stuff.   @Yorkiegrit is my 2nd account dedicated to  Motorsport",553431603.0,,,Fibromyalgia,,Any awesome people with #Fibromyalgia are welcome to message me; anyone trying to sell me daft therapies or promises of a cure can gtfo x ;D,Individual,Fibromyalgia,,7.20338e+17,subject
,14/04/2016 00:04,amyrobsonmakeup,"Makeup artist currently based in north east England. Bridal, Occasion, photoshoot, TV & film makeup Contact: amyrobsonmakeup@gmail.com",2986425868.0,,,Fibromyalgia,,Life with #mecfs #cfs #MyalgicEncephalomyelitis #fibromyalgia #fibro #migraine #arthritis #awareness https://t.co/EnrPGf6OFg,Individual,Fibromyalgia,,7.20402e+17,subject
"Skipton, North Yorkshire",14/04/2016 07:41,Andy_Rankine,"Councillor for 15 yrs, Radio Broadcaster Christian & Liverpool FC, ex-pat Scouser & Anti-Tory,  Fighting for fairness & Social Justice, Likes Rugby & J.Corbyn",19878371.0,,,Fibromyalgia,London,The courts confirmed that fibromyalgia is grounds for declaring permanent disability - https://t.co/e7ldOfQWqz,Individual,Fibromyalgia,,7.20517e+17,subject
,14/04/2016 09:19,87stoljartm,,,,,Fibromyalgia,,fibromyalgia chat group https://t.co/YwHm6g6XVl,Individual,Fibromyalgia,,7.20542e+17,subject
"McKinney, TX",14/04/2016 11:23,AmericanRenova1,Renovating some of the most beautiful homes all over the DFW area.,4902478570.0,,,Fibromyalgia,,#FIBROMYALGIA warrior! #ChronicIllness An honest &amp; raw account of the battles faced by those with chronic illness  https://t.co/oqxCfNW0l5,Individual,Fibromyalgia,,7.20573e+17,subject
"Camp Lejeune, NC",14/04/2016 15:12,altman_evan,Board-certified Psychiatrist,1909321243.0,,,Fibromyalgia,,Agree with Dr. Rosenfeld's answer to What qualifies a phd psychologist to treat fibromyalgia? - https://t.co/AIJr7Lty6u,Individual,Fibromyalgia,,7.20631e+17,subject
,14/04/2016 15:50,anthony_p33,I am here to be the hands and feet of Christ. To Glorify our Heavenly Father. I am married to my best friend and have 3 amazing boys. God Bless.,69056329.0,,,Fibromyalgia,Eastern Time (US & Canada),Having a rough 2 days physically. Migraines caused by fibromyalgia and sick from my boys having... https://t.co/pS2kkAoOy6,Individual,Fibromyalgia,,7.2064e+17,subject
"Camp Lejeune, NC",14/04/2016 15:51,altman_evan,Board-certified Psychiatrist,1909321243.0,,,Fibromyalgia,,Agree with Dr. Elliott's answer to What qualifies a phd psychologist to treat fibromyalgia? - https://t.co/AIJr7Lty6u,Individual,Fibromyalgia,,7.20641e+17,subject
"Sheffield, UK",14/04/2016 16:10,23inertia,ecomm grad | tech writer | mum | feminist | metalhead | ale drinker | social media nut |blogger. Learning to live with fibromyalgia.  Also @femetalism.,570970086.0,,,Fibromyalgia,Amsterdam,3 benefits of Himalayan Pink Salt for #Fibromyalgia https://t.co/WU544Yt9d2,Individual,Fibromyalgia,,7.20645e+17,subject
Bumfuck nowhere,14/04/2016 23:38,Zomommey,wanted a platform to express myself where i didnt have to worry about getting in spats with ultra religous and/ or ultra conservative family members,18824003.0,,,Fibromyalgia,,#tytlive I think it would help if ppl knew the ramifications of antibiotic over use on our bodies-ch fatigue &amp; fibromyalgia r linked 2 it,Individual,Fibromyalgia,,7.20758e+17,subject
Where gray doesn't exist,15/04/2016 14:10,_HeyMisfit_,some crazy chick with her own superhero @kevytheb ...#BPD #Fibro #EYEbelieve,1873289480.0,,,Fibromyalgia,,"Does anyone w #fibromyalgia or #chronicfatiguesyndrome ever feel like you're being gagged? Grow up, ppl, I know what it sounds like lol",Individual,Fibromyalgia,,7.20978e+17,subject
"Sheffield, UK",15/04/2016 14:41,23inertia,ecomm grad | tech writer | mum | feminist | metalhead | ale drinker | social media nut |blogger. Learning to live with fibromyalgia.  Also @femetalism.,570970086.0,,,Fibromyalgia,Amsterdam,Walking with #Fibromyalgia https://t.co/5qG26RjDl1 #spoonie #fibromyalgiaexercise https://t.co/Dpt9Bpiq7I,Individual,Fibromyalgia,,7.20985e+17,subject
,15/04/2016 15:34,AMANDAMILL77,"Loving wife to@poppahodson, Mother to 3 Amazing & Handsome son's....xxx And Nanny to an Amazing grandaughter & Like to Raise Autism Awareness.. .;-) THAT'S ME",1324229395.0,,,Fibromyalgia,London,@angelahacking Maybe a Local Fibromyalgia Support Group to you  Could Assist you in a diagnosis ?  And Maybe come with you to The Quacks :-D,Individual,Fibromyalgia,,7.20999e+17,subject
,15/04/2016 15:37,AMANDAMILL77,"Loving wife to@poppahodson, Mother to 3 Amazing & Handsome son's....xxx And Nanny to an Amazing grandaughter & Like to Raise Autism Awareness.. .;-) THAT'S ME",1324229395.0,,,Fibromyalgia,London,@angelahacking  Yes  !  Go one The Internet and just Type in  Fibromyalgia Support Groups and then the Area you Live  And fingers crossed x,Individual,Fibromyalgia,,7.20999e+17,subject
Boulder,15/04/2016 15:52,agaga,"expert cross-media marketing strategist & business leader; music, sports, family lover & entrepreneurial explorer",15934898.0,,,Fibromyalgia,Mountain Time (US & Canada),Overheard:  So thankful to find a product like Charlotte's Web that helps #fibromyalgia with NO side effects #WhyCW,Individual,Fibromyalgia,,7.21003e+17,subject
